fecha|API_ENDPOINT|query
2022-03-25 17:00:04|move_history/|"
            WITH measure_daily AS (
                SELECT * FROM stockout_measure_daily
                WHERE
                state_id=4 
                AND date::date <=now()::date - INTERVAL '1 day'),
            insert_measure AS (
                INSERT INTO stockout_measure(
                    id,date,oos,novelty_id,""nameSupervisor"",created,observation,
                    placement_id,product_id,schedule_id,state_id,gps,observation_2,cnt_deliver_p_order,
                    cnt_delivery,cnt_delivery_cedi,cnt_order,cnt_order_cedi,cnt_order_p_order,
                    daily_sale,delivery,delivery_max_time,delivery_time,exh,inventory_cedi,
                    inventory_close,modification_date,p_delivery_cedi,p_delivery_pv,p_order_cedi,
                    p_order_pv,pen_sale_pos,personalization_data1,personalization_data2,personalization_data3,
                    purchase_order,side,u_delivery,u_delivery_cedi,u_order,u_order_cedi,u_sale_pos)
                SELECT
                    id,date,oos,novelty_id,""nameSupervisor"",created,observation,
                    placement_id,product_id,schedule_id,state_id,gps,observation_2,cnt_deliver_p_order,
                    cnt_delivery,cnt_delivery_cedi,cnt_order,cnt_order_cedi,cnt_order_p_order,
                    daily_sale,delivery,delivery_max_time,delivery_time,exh,inventory_cedi,
                    inventory_close,modification_date,p_delivery_cedi,p_delivery_pv,p_order_cedi,
                    p_order_pv,pen_sale_pos,personalization_data1,personalization_data2,personalization_data3,
                    purchase_order,side,u_delivery,u_delivery_cedi,u_order,u_order_cedi,u_sale_pos
                FROM
                    measure_daily a
                ON CONFLICT (product_id,schedule_id) DO update
                SET date= EXCLUDED.date ,
                    oos= EXCLUDED.oos ,
                    novelty_id= EXCLUDED.novelty_id ,
                    ""nameSupervisor""= EXCLUDED.""nameSupervisor"" ,
                    created= EXCLUDED.created ,
                    observation= EXCLUDED.observation ,
                    placement_id= EXCLUDED.placement_id ,
                    state_id= EXCLUDED.state_id ,
                    gps= EXCLUDED.gps ,
                    observation_2= EXCLUDED.observation_2 ,
                    cnt_deliver_p_order= EXCLUDED.cnt_deliver_p_order ,
                    cnt_delivery= EXCLUDED.cnt_delivery ,
                    cnt_delivery_cedi= EXCLUDED.cnt_delivery_cedi ,
                    cnt_order= EXCLUDED.cnt_order ,
                    cnt_order_cedi= EXCLUDED.cnt_order_cedi ,
                    cnt_order_p_order= EXCLUDED.cnt_order_p_order ,
                    daily_sale= EXCLUDED.daily_sale ,
                    delivery= EXCLUDED.delivery ,
                    delivery_max_time= EXCLUDED.delivery_max_time ,
                    delivery_time= EXCLUDED.delivery_time ,
                    exh= EXCLUDED.exh ,
                    inventory_cedi= EXCLUDED.inventory_cedi ,
                    inventory_close= EXCLUDED.inventory_close ,
                    modification_date= EXCLUDED.modification_date ,
                    p_delivery_cedi= EXCLUDED.p_delivery_cedi,
                    p_delivery_pv= EXCLUDED.p_delivery_pv ,
                    p_order_cedi= EXCLUDED.p_order_cedi ,
                    p_order_pv= EXCLUDED.p_order_pv ,
                    pen_sale_pos= EXCLUDED.pen_sale_pos ,
                    personalization_data1= EXCLUDED.personalization_data1 ,
                    personalization_data2= EXCLUDED.personalization_data2 ,
                    personalization_data3= EXCLUDED.personalization_data3 ,
                    purchase_order= EXCLUDED.purchase_order ,
                    side= EXCLUDED.side ,
                    u_delivery= EXCLUDED.u_delivery ,
                    u_delivery_cedi= EXCLUDED.u_delivery_cedi ,
                    u_order= EXCLUDED.u_order ,
                    u_order_cedi= EXCLUDED.u_order_cedi ,
                    u_sale_pos = EXCLUDED.u_sale_pos),
            delete_measure_daily AS (
                DELETE FROM stockout_measure_daily a
                USING measure_daily b
                WHERE a.id=b.id)
            SELECT count(0) FROM measure_daily; "
2022-03-25 17:00:13|close_measure/|" WITH schedule_process AS (
                select ss.id,ss.placement_id , count(distinct ssp.product_id ) ssp ,count(distinct sm.product_id ) sm  
                from stockout_schedule ss 
                inner join stockout_schedule_product ssp 
                    on ss.id = ssp.schedule_id 
                left join stockout_measure sm 	on ss.id = sm.schedule_id 
                where ss.planned_capture_time::date >= (now() - interval '1 day')::date and ss.state_id = 2
                group by ss.id,ss.placement_id 
                ),
                complete_schedule AS 
                (
                    update stockout_schedule 
                    set state_id = 1
                    from schedule_process sp
                    where stockout_schedule.id = sp.id and sp.ssp = sp.sm 
                )
                select * 
                from schedule_process where ssp = sm 
                "
fecha|API_ENDPOINT|query
2022-03-25 18:00:05|move_history/|"
            WITH measure_daily AS (
                SELECT * FROM stockout_measure_daily
                WHERE
                state_id=4 
                AND date::date <=now()::date - INTERVAL '1 day'),
            insert_measure AS (
                INSERT INTO stockout_measure(
                    id,date,oos,novelty_id,""nameSupervisor"",created,observation,
                    placement_id,product_id,schedule_id,state_id,gps,observation_2,cnt_deliver_p_order,
                    cnt_delivery,cnt_delivery_cedi,cnt_order,cnt_order_cedi,cnt_order_p_order,
                    daily_sale,delivery,delivery_max_time,delivery_time,exh,inventory_cedi,
                    inventory_close,modification_date,p_delivery_cedi,p_delivery_pv,p_order_cedi,
                    p_order_pv,pen_sale_pos,personalization_data1,personalization_data2,personalization_data3,
                    purchase_order,side,u_delivery,u_delivery_cedi,u_order,u_order_cedi,u_sale_pos)
                SELECT
                    id,date,oos,novelty_id,""nameSupervisor"",created,observation,
                    placement_id,product_id,schedule_id,state_id,gps,observation_2,cnt_deliver_p_order,
                    cnt_delivery,cnt_delivery_cedi,cnt_order,cnt_order_cedi,cnt_order_p_order,
                    daily_sale,delivery,delivery_max_time,delivery_time,exh,inventory_cedi,
                    inventory_close,modification_date,p_delivery_cedi,p_delivery_pv,p_order_cedi,
                    p_order_pv,pen_sale_pos,personalization_data1,personalization_data2,personalization_data3,
                    purchase_order,side,u_delivery,u_delivery_cedi,u_order,u_order_cedi,u_sale_pos
                FROM
                    measure_daily a
                ON CONFLICT (product_id,schedule_id) DO update
                SET date= EXCLUDED.date ,
                    oos= EXCLUDED.oos ,
                    novelty_id= EXCLUDED.novelty_id ,
                    ""nameSupervisor""= EXCLUDED.""nameSupervisor"" ,
                    created= EXCLUDED.created ,
                    observation= EXCLUDED.observation ,
                    placement_id= EXCLUDED.placement_id ,
                    state_id= EXCLUDED.state_id ,
                    gps= EXCLUDED.gps ,
                    observation_2= EXCLUDED.observation_2 ,
                    cnt_deliver_p_order= EXCLUDED.cnt_deliver_p_order ,
                    cnt_delivery= EXCLUDED.cnt_delivery ,
                    cnt_delivery_cedi= EXCLUDED.cnt_delivery_cedi ,
                    cnt_order= EXCLUDED.cnt_order ,
                    cnt_order_cedi= EXCLUDED.cnt_order_cedi ,
                    cnt_order_p_order= EXCLUDED.cnt_order_p_order ,
                    daily_sale= EXCLUDED.daily_sale ,
                    delivery= EXCLUDED.delivery ,
                    delivery_max_time= EXCLUDED.delivery_max_time ,
                    delivery_time= EXCLUDED.delivery_time ,
                    exh= EXCLUDED.exh ,
                    inventory_cedi= EXCLUDED.inventory_cedi ,
                    inventory_close= EXCLUDED.inventory_close ,
                    modification_date= EXCLUDED.modification_date ,
                    p_delivery_cedi= EXCLUDED.p_delivery_cedi,
                    p_delivery_pv= EXCLUDED.p_delivery_pv ,
                    p_order_cedi= EXCLUDED.p_order_cedi ,
                    p_order_pv= EXCLUDED.p_order_pv ,
                    pen_sale_pos= EXCLUDED.pen_sale_pos ,
                    personalization_data1= EXCLUDED.personalization_data1 ,
                    personalization_data2= EXCLUDED.personalization_data2 ,
                    personalization_data3= EXCLUDED.personalization_data3 ,
                    purchase_order= EXCLUDED.purchase_order ,
                    side= EXCLUDED.side ,
                    u_delivery= EXCLUDED.u_delivery ,
                    u_delivery_cedi= EXCLUDED.u_delivery_cedi ,
                    u_order= EXCLUDED.u_order ,
                    u_order_cedi= EXCLUDED.u_order_cedi ,
                    u_sale_pos = EXCLUDED.u_sale_pos),
            delete_measure_daily AS (
                DELETE FROM stockout_measure_daily a
                USING measure_daily b
                WHERE a.id=b.id)
            SELECT count(0) FROM measure_daily; "
2022-03-25 18:00:14|close_measure/|" WITH schedule_process AS (
                select ss.id,ss.placement_id , count(distinct ssp.product_id ) ssp ,count(distinct sm.product_id ) sm  
                from stockout_schedule ss 
                inner join stockout_schedule_product ssp 
                    on ss.id = ssp.schedule_id 
                left join stockout_measure sm 	on ss.id = sm.schedule_id 
                where ss.planned_capture_time::date >= (now() - interval '1 day')::date and ss.state_id = 2
                group by ss.id,ss.placement_id 
                ),
                complete_schedule AS 
                (
                    update stockout_schedule 
                    set state_id = 1
                    from schedule_process sp
                    where stockout_schedule.id = sp.id and sp.ssp = sp.sm 
                )
                select * 
                from schedule_process where ssp = sm 
                "
2022-03-25 19:00:12|move_history/|"
            WITH measure_daily AS (
                SELECT * FROM stockout_measure_daily
                WHERE
                state_id=4 
                AND date::date <=now()::date - INTERVAL '1 day'),
            insert_measure AS (
                INSERT INTO stockout_measure(
                    id,date,oos,novelty_id,""nameSupervisor"",created,observation,
                    placement_id,product_id,schedule_id,state_id,gps,observation_2,cnt_deliver_p_order,
                    cnt_delivery,cnt_delivery_cedi,cnt_order,cnt_order_cedi,cnt_order_p_order,
                    daily_sale,delivery,delivery_max_time,delivery_time,exh,inventory_cedi,
                    inventory_close,modification_date,p_delivery_cedi,p_delivery_pv,p_order_cedi,
                    p_order_pv,pen_sale_pos,personalization_data1,personalization_data2,personalization_data3,
                    purchase_order,side,u_delivery,u_delivery_cedi,u_order,u_order_cedi,u_sale_pos)
                SELECT
                    id,date,oos,novelty_id,""nameSupervisor"",created,observation,
                    placement_id,product_id,schedule_id,state_id,gps,observation_2,cnt_deliver_p_order,
                    cnt_delivery,cnt_delivery_cedi,cnt_order,cnt_order_cedi,cnt_order_p_order,
                    daily_sale,delivery,delivery_max_time,delivery_time,exh,inventory_cedi,
                    inventory_close,modification_date,p_delivery_cedi,p_delivery_pv,p_order_cedi,
                    p_order_pv,pen_sale_pos,personalization_data1,personalization_data2,personalization_data3,
                    purchase_order,side,u_delivery,u_delivery_cedi,u_order,u_order_cedi,u_sale_pos
                FROM
                    measure_daily a
                ON CONFLICT (product_id,schedule_id) DO update
                SET date= EXCLUDED.date ,
                    oos= EXCLUDED.oos ,
                    novelty_id= EXCLUDED.novelty_id ,
                    ""nameSupervisor""= EXCLUDED.""nameSupervisor"" ,
                    created= EXCLUDED.created ,
                    observation= EXCLUDED.observation ,
                    placement_id= EXCLUDED.placement_id ,
                    state_id= EXCLUDED.state_id ,
                    gps= EXCLUDED.gps ,
                    observation_2= EXCLUDED.observation_2 ,
                    cnt_deliver_p_order= EXCLUDED.cnt_deliver_p_order ,
                    cnt_delivery= EXCLUDED.cnt_delivery ,
                    cnt_delivery_cedi= EXCLUDED.cnt_delivery_cedi ,
                    cnt_order= EXCLUDED.cnt_order ,
                    cnt_order_cedi= EXCLUDED.cnt_order_cedi ,
                    cnt_order_p_order= EXCLUDED.cnt_order_p_order ,
                    daily_sale= EXCLUDED.daily_sale ,
                    delivery= EXCLUDED.delivery ,
                    delivery_max_time= EXCLUDED.delivery_max_time ,
                    delivery_time= EXCLUDED.delivery_time ,
                    exh= EXCLUDED.exh ,
                    inventory_cedi= EXCLUDED.inventory_cedi ,
                    inventory_close= EXCLUDED.inventory_close ,
                    modification_date= EXCLUDED.modification_date ,
                    p_delivery_cedi= EXCLUDED.p_delivery_cedi,
                    p_delivery_pv= EXCLUDED.p_delivery_pv ,
                    p_order_cedi= EXCLUDED.p_order_cedi ,
                    p_order_pv= EXCLUDED.p_order_pv ,
                    pen_sale_pos= EXCLUDED.pen_sale_pos ,
                    personalization_data1= EXCLUDED.personalization_data1 ,
                    personalization_data2= EXCLUDED.personalization_data2 ,
                    personalization_data3= EXCLUDED.personalization_data3 ,
                    purchase_order= EXCLUDED.purchase_order ,
                    side= EXCLUDED.side ,
                    u_delivery= EXCLUDED.u_delivery ,
                    u_delivery_cedi= EXCLUDED.u_delivery_cedi ,
                    u_order= EXCLUDED.u_order ,
                    u_order_cedi= EXCLUDED.u_order_cedi ,
                    u_sale_pos = EXCLUDED.u_sale_pos),
            delete_measure_daily AS (
                DELETE FROM stockout_measure_daily a
                USING measure_daily b
                WHERE a.id=b.id)
            SELECT count(0) FROM measure_daily; "
2022-03-25 19:00:21|close_measure/|" WITH schedule_process AS (
                select ss.id,ss.placement_id , count(distinct ssp.product_id ) ssp ,count(distinct sm.product_id ) sm  
                from stockout_schedule ss 
                inner join stockout_schedule_product ssp 
                    on ss.id = ssp.schedule_id 
                left join stockout_measure sm 	on ss.id = sm.schedule_id 
                where ss.planned_capture_time::date >= (now() - interval '1 day')::date and ss.state_id = 2
                group by ss.id,ss.placement_id 
                ),
                complete_schedule AS 
                (
                    update stockout_schedule 
                    set state_id = 1
                    from schedule_process sp
                    where stockout_schedule.id = sp.id and sp.ssp = sp.sm 
                )
                select * 
                from schedule_process where ssp = sm 
                "
2022-03-25 20:00:07|move_history/|"
            WITH measure_daily AS (
                SELECT * FROM stockout_measure_daily
                WHERE
                state_id=4 
                AND date::date <=now()::date - INTERVAL '1 day'),
            insert_measure AS (
                INSERT INTO stockout_measure(
                    id,date,oos,novelty_id,""nameSupervisor"",created,observation,
                    placement_id,product_id,schedule_id,state_id,gps,observation_2,cnt_deliver_p_order,
                    cnt_delivery,cnt_delivery_cedi,cnt_order,cnt_order_cedi,cnt_order_p_order,
                    daily_sale,delivery,delivery_max_time,delivery_time,exh,inventory_cedi,
                    inventory_close,modification_date,p_delivery_cedi,p_delivery_pv,p_order_cedi,
                    p_order_pv,pen_sale_pos,personalization_data1,personalization_data2,personalization_data3,
                    purchase_order,side,u_delivery,u_delivery_cedi,u_order,u_order_cedi,u_sale_pos)
                SELECT
                    id,date,oos,novelty_id,""nameSupervisor"",created,observation,
                    placement_id,product_id,schedule_id,state_id,gps,observation_2,cnt_deliver_p_order,
                    cnt_delivery,cnt_delivery_cedi,cnt_order,cnt_order_cedi,cnt_order_p_order,
                    daily_sale,delivery,delivery_max_time,delivery_time,exh,inventory_cedi,
                    inventory_close,modification_date,p_delivery_cedi,p_delivery_pv,p_order_cedi,
                    p_order_pv,pen_sale_pos,personalization_data1,personalization_data2,personalization_data3,
                    purchase_order,side,u_delivery,u_delivery_cedi,u_order,u_order_cedi,u_sale_pos
                FROM
                    measure_daily a
                ON CONFLICT (product_id,schedule_id) DO update
                SET date= EXCLUDED.date ,
                    oos= EXCLUDED.oos ,
                    novelty_id= EXCLUDED.novelty_id ,
                    ""nameSupervisor""= EXCLUDED.""nameSupervisor"" ,
                    created= EXCLUDED.created ,
                    observation= EXCLUDED.observation ,
                    placement_id= EXCLUDED.placement_id ,
                    state_id= EXCLUDED.state_id ,
                    gps= EXCLUDED.gps ,
                    observation_2= EXCLUDED.observation_2 ,
                    cnt_deliver_p_order= EXCLUDED.cnt_deliver_p_order ,
                    cnt_delivery= EXCLUDED.cnt_delivery ,
                    cnt_delivery_cedi= EXCLUDED.cnt_delivery_cedi ,
                    cnt_order= EXCLUDED.cnt_order ,
                    cnt_order_cedi= EXCLUDED.cnt_order_cedi ,
                    cnt_order_p_order= EXCLUDED.cnt_order_p_order ,
                    daily_sale= EXCLUDED.daily_sale ,
                    delivery= EXCLUDED.delivery ,
                    delivery_max_time= EXCLUDED.delivery_max_time ,
                    delivery_time= EXCLUDED.delivery_time ,
                    exh= EXCLUDED.exh ,
                    inventory_cedi= EXCLUDED.inventory_cedi ,
                    inventory_close= EXCLUDED.inventory_close ,
                    modification_date= EXCLUDED.modification_date ,
                    p_delivery_cedi= EXCLUDED.p_delivery_cedi,
                    p_delivery_pv= EXCLUDED.p_delivery_pv ,
                    p_order_cedi= EXCLUDED.p_order_cedi ,
                    p_order_pv= EXCLUDED.p_order_pv ,
                    pen_sale_pos= EXCLUDED.pen_sale_pos ,
                    personalization_data1= EXCLUDED.personalization_data1 ,
                    personalization_data2= EXCLUDED.personalization_data2 ,
                    personalization_data3= EXCLUDED.personalization_data3 ,
                    purchase_order= EXCLUDED.purchase_order ,
                    side= EXCLUDED.side ,
                    u_delivery= EXCLUDED.u_delivery ,
                    u_delivery_cedi= EXCLUDED.u_delivery_cedi ,
                    u_order= EXCLUDED.u_order ,
                    u_order_cedi= EXCLUDED.u_order_cedi ,
                    u_sale_pos = EXCLUDED.u_sale_pos),
            delete_measure_daily AS (
                DELETE FROM stockout_measure_daily a
                USING measure_daily b
                WHERE a.id=b.id)
            SELECT count(0) FROM measure_daily; "
2022-03-25 20:00:11|close_measure/|" WITH schedule_process AS (
                select ss.id,ss.placement_id , count(distinct ssp.product_id ) ssp ,count(distinct sm.product_id ) sm  
                from stockout_schedule ss 
                inner join stockout_schedule_product ssp 
                    on ss.id = ssp.schedule_id 
                left join stockout_measure sm 	on ss.id = sm.schedule_id 
                where ss.planned_capture_time::date >= (now() - interval '1 day')::date and ss.state_id = 2
                group by ss.id,ss.placement_id 
                ),
                complete_schedule AS 
                (
                    update stockout_schedule 
                    set state_id = 1
                    from schedule_process sp
                    where stockout_schedule.id = sp.id and sp.ssp = sp.sm 
                )
                select * 
                from schedule_process where ssp = sm 
                "
fecha|API_ENDPOINT|query
